credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,gender_Female,gender_Male,geography_France,geography_Germany,geography_Spain
1.0602465232362719,0.527027027027027,0.7000000000000001,0.0,0.0,1,0,0.7973936510936793,1,0,1,1,0,0
0.9153916632823745,0.1891891891891892,0.30000000000000004,0.4070508069630981,0.0,1,0,0.319879498492106,1,0,1,0,1,0
1.0809400746582574,0.25675675675675674,0.0,0.4538305971161439,0.3333333333333333,1,1,0.5869794065333239,0,1,0,0,1,0
-0.9263344132743214,0.25675675675675674,0.5,0.0,0.3333333333333333,1,0,0.41544802528641483,0,0,1,1,0,0
0.4290932048657189,0.4189189189189189,0.6000000000000001,0.4405790016177485,0.3333333333333333,0,1,0.5373583677241176,0,0,1,0,1,0
0.08764960640296066,0.27027027027027034,0.9,0.0,0.3333333333333333,1,1,0.6640514169103149,0,1,0,1,0,0
1.3603030188550596,0.21621621621621623,0.9,0.0,0.0,1,0,0.915134795372958,1,0,1,1,0,0
-1.0815360489392114,0.08108108108108109,0.8,0.6230632524942697,0.0,1,1,0.6269070696251492,0,0,1,1,0,0
1.09128685036925,0.3108108108108108,0.2,0.4959762348131069,0.3333333333333333,0,1,0.23543013357775666,0,0,1,0,1,0
0.35666577488877016,0.21621621621621623,0.6000000000000001,0.33186494165818486,0.0,0,0,0.04826310912692162,0,0,1,0,0,1
-1.2367376846041016,0.47297297297297297,0.5,0.5087421749603595,0.0,1,0,0.7075169178656562,1,1,0,1,0,0
-0.936681188985314,0.1756756756756757,0.30000000000000004,0.45891612805820886,0.0,1,0,0.1989948540085578,0,1,0,1,0,0
0.8533110090164185,0.1756756756756757,0.9,0.4076948134599192,0.0,1,1,0.5772055231274587,0,1,0,0,0,1
0.24285124206785078,0.12162162162162166,0.4,0.4446746087226093,0.0,0,1,0.11008351297548914,0,1,0,0,1,0
-0.06755202926192945,0.25675675675675674,0.9,0.0,0.3333333333333333,1,1,0.4822024503340069,0,0,1,0,0,1
0.4601335319986969,0.1891891891891892,0.9,0.0,0.6666666666666667,0,1,0.1926294461121037,0,0,1,0,0,1
1.029206196103294,0.3243243243243243,0.8,0.6051714463031584,0.3333333333333333,1,0,0.3434517996468663,0,0,1,0,1,0
1.0705932989472646,0.22972972972972977,0.6000000000000001,0.3929322060602375,0.3333333333333333,0,1,0.5305769701006445,0,0,1,0,1,0
0.9671255418373379,0.21621621621621623,0.30000000000000004,0.0,0.3333333333333333,1,0,0.13617685488964193,0,0,1,0,0,1
-0.6469714690775192,0.05405405405405406,0.9,0.267750902368368,0.0,1,1,0.817693939771248,1,1,0,0,0,1
0.47048030770968957,0.35135135135135137,0.8,0.6452412212464432,0.0,0,0,0.37779052899551907,0,0,1,1,0,0
1.277528813167118,0.4594594594594595,0.2,0.22551359398551024,0.0,1,0,0.5663275842842991,1,1,0,1,0,0
0.553254513397631,0.1756756756756757,0.0,0.0,0.3333333333333333,1,0,0.9152211536201706,0,0,1,1,0,0
